sentence,clean_text,tokens,label
It was equally awful.,it was equally awful,"['it', 'wa', 'equal', 'aw']",0
"Still, it makes up for all of this with a super ending that depicts a great sea vessel being taken out by the mighty frost.  ",still it makes up for all of this with a super ending that depicts a great sea vessel being taken out by the mighty frost,"['still', 'it', 'make', 'up', 'for', 'all', 'of', 'thi', 'with', 'a', 'super', 'end', 'that', 'depict', 'a', 'great', 'sea', 'vessel', 'be', 'taken', 'out', 'by', 'the', 'mighti', 'frost']",1
Doesn't hold charge.,does not hold charge,"['doe', 'not', 'hold', 'charg']",0
Not good enough for the price.,not good enough for the price,"['not', 'good', 'enough', 'for', 'the', 'price']",0
Authentic leather with nice shine and comfort .I recommend you this case !!,authentic leather with nice shine and comfort i recommend you this case,"['authent', 'leather', 'with', 'nice', 'shine', 'and', 'comfort', 'i', 'recommend', 'you', 'thi', 'case']",1
"First of all, it doesn't wear well.",first of all it does not wear well,"['first', 'of', 'all', 'it', 'doe', 'not', 'wear', 'well']",0
I thought it was bad.  ,i thought it was bad,"['i', 'thought', 'it', 'wa', 'bad']",0
Defective crap.,defective crap,"['defect', 'crap']",0
"Delicious NYC bagels, good selections of cream cheese, real Lox with capers even.",delicious nyc bagels good selections of cream cheese real lox with capers even,"['delici', 'nyc', 'bagel', 'good', 'select', 'of', 'cream', 'chees', 'real', 'lox', 'with', 'caper', 'even']",1
"The whole experience was underwhelming, and I think we'll just go to Ninja Sushi next time.",the whole experience was underwhelming and i think we will just go to ninja sushi next time,"['the', 'whole', 'experi', 'wa', 'underwhelm', 'and', 'i', 'think', 'we', 'will', 'just', 'go', 'to', 'ninja', 'sushi', 'next', 'time']",0
I had a pretty satifying experience.,i had a pretty satifying experience,"['i', 'had', 'a', 'pretti', 'satifi', 'experi']",1
"The script is bad, very bad  it contains both cheesiness and unethical joke that you normally see in rated R or NC-17 movie.  ",the script is bad very bad  it contains both cheesiness and unethical joke that you normally see in rated r or nc movie,"['the', 'script', 'is', 'bad', 'veri', 'bad', 'it', 'contain', 'both', 'cheesi', 'and', 'uneth', 'joke', 'that', 'you', 'normal', 'see', 'in', 'rate', 'r', 'or', 'nc', 'movi']",0
"I was very uneasy with how bad this movie was, but not scared at all.  ",i was very uneasy with how bad this movie was but not scared at all,"['i', 'wa', 'veri', 'uneasi', 'with', 'how', 'bad', 'thi', 'movi', 'wa', 'but', 'not', 'scare', 'at', 'all']",0
Good price.,good price,"['good', 'price']",1
Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.,service was excellent and prices are pretty reasonable considering this is vegas and located inside the crystals shopping mall by aria,"['servic', 'wa', 'excel', 'and', 'price', 'are', 'pretti', 'reason', 'consid', 'thi', 'is', 'vega', 'and', 'locat', 'insid', 'the', 'crystal', 'shop', 'mall', 'by', 'aria']",1
It also had a new problem.,it also had a new problem,"['it', 'also', 'had', 'a', 'new', 'problem']",0
The movie is full of wonderful dancing (hence the title!  ,the movie is full of wonderful dancing hence the title,"['the', 'movi', 'is', 'full', 'of', 'wonder', 'danc', 'henc', 'the', 'titl']",1
Would come back again if I had a sushi craving while in Vegas.,would come back again if i had a sushi craving while in vegas,"['would', 'come', 'back', 'again', 'if', 'i', 'had', 'a', 'sushi', 'crave', 'while', 'in', 'vega']",1
Just does not work.,just does not work,"['just', 'doe', 'not', 'work']",0
"One of the most boring,pointless movies I have ever seen.  ",one of the most boring pointless movies i have ever seen,"['one', 'of', 'the', 'most', 'bore', 'pointless', 'movi', 'i', 'have', 'ever', 'seen']",0
"For sushi on the Strip, this is the place to go.",for sushi on the strip this is the place to go,"['for', 'sushi', 'on', 'the', 'strip', 'thi', 'is', 'the', 'place', 'to', 'go']",1
I struggle to find anything bad to say about it.  ,i struggle to find anything bad to say about it,"['i', 'struggl', 'to', 'find', 'anyth', 'bad', 'to', 'say', 'about', 'it']",1
I highly recommend this device to everyone!,i highly recommend this device to everyone,"['i', 'highli', 'recommend', 'thi', 'devic', 'to', 'everyon']",1
Then the film just dropped the ball.  ,then the film just dropped the ball,"['then', 'the', 'film', 'just', 'drop', 'the', 'ball']",0
I did not expect this to be so good!,i did not expect this to be so good,"['i', 'did', 'not', 'expect', 'thi', 'to', 'be', 'so', 'good']",1
"The charger arrived within the promised timeframe, but it did not work.",the charger arrived within the promised timeframe but it did not work,"['the', 'charger', 'arriv', 'within', 'the', 'promis', 'timefram', 'but', 'it', 'did', 'not', 'work']",0
I am also very happy with the price.,i am also very happy with the price,"['i', 'am', 'also', 'veri', 'happi', 'with', 'the', 'price']",1
"If you have not seen this movie, I definitely recommend it!  ",if you have not seen this movie i definitely recommend it,"['if', 'you', 'have', 'not', 'seen', 'thi', 'movi', 'i', 'definit', 'recommend', 'it']",1
The goat taco didn't skimp on the meat and wow what FLAVOR!,the goat taco did not skimp on the meat and wow what flavor,"['the', 'goat', 'taco', 'did', 'not', 'skimp', 'on', 'the', 'meat', 'and', 'wow', 'what', 'flavor']",1
I promise they won't disappoint.,i promise they will not disappoint,"['i', 'promis', 'they', 'will', 'not', 'disappoint']",1
Appears to actually outperform the original battery from China that came with my V325i.,appears to actually outperform the original battery from china that came with my v325i,"['appear', 'to', 'actual', 'outperform', 'the', 'origin', 'batteri', 'from', 'china', 'that', 'came', 'with', 'my', 'v', 'i']",1
Works great!.,works great,"['work', 'great']",1
"Good product, good seller.",good product good seller,"['good', 'product', 'good', 'seller']",1
Buy a different phone - but not this.,buy a different phone but not this,"['buy', 'a', 'differ', 'phone', 'but', 'not', 'thi']",0
I find this inexcusable and so will probably be returning this phone and perhaps changing carriers.,i find this inexcusable and so will probably be returning this phone and perhaps changing carriers,"['i', 'find', 'thi', 'inexcus', 'and', 'so', 'will', 'probabl', 'be', 'return', 'thi', 'phone', 'and', 'perhap', 'chang', 'carrier']",0
This movie does an excellent job of revealing the complexity of the task and the incredible challenges facing South Africa.  ,this movie does an excellent job of revealing the complexity of the task and the incredible challenges facing south africa,"['thi', 'movi', 'doe', 'an', 'excel', 'job', 'of', 'reveal', 'the', 'complex', 'of', 'the', 'task', 'and', 'the', 'incred', 'challeng', 'face', 'south', 'africa']",1
The instructions didn't explain that a microphone jack could be used.,the instructions did not explain that a microphone jack could be used,"['the', 'instruct', 'did', 'not', 'explain', 'that', 'a', 'microphon', 'jack', 'could', 'be', 'use']",0
"Not a weekly haunt, but definitely a place to come back to every once in a while.",not a weekly haunt but definitely a place to come back to every once in a while,"['not', 'a', 'weekli', 'haunt', 'but', 'definit', 'a', 'place', 'to', 'come', 'back', 'to', 'everi', 'onc', 'in', 'a', 'while']",1
"Here, in The Wind and the Lion, we see a wonderful rendering of America's own Imperial age.  ",here in the wind and the lion we see a wonderful rendering of america s own imperial age,"['here', 'in', 'the', 'wind', 'and', 'the', 'lion', 'we', 'see', 'a', 'wonder', 'render', 'of', 'america', 's', 'own', 'imperi', 'age']",1
When I received my Pita it was huge it did have a lot of meat in it so thumbs up there.,when i received my pita it was huge it did have a lot of meat in it so thumbs up there,"['when', 'i', 'receiv', 'my', 'pita', 'it', 'wa', 'huge', 'it', 'did', 'have', 'a', 'lot', 'of', 'meat', 'in', 'it', 'so', 'thumb', 'up', 'there']",1
It's a feel-good film and that's how I felt when I came out of the cinema!  ,it is a feel good film and that is how i felt when i came out of the cinema,"['it', 'is', 'a', 'feel', 'good', 'film', 'and', 'that', 'is', 'how', 'i', 'felt', 'when', 'i', 'came', 'out', 'of', 'the', 'cinema']",1
Do NOT buy if you want to use the holster.,do not buy if you want to use the holster,"['do', 'not', 'buy', 'if', 'you', 'want', 'to', 'use', 'the', 'holster']",0
This place is horrible and way overpriced.,this place is horrible and way overpriced,"['thi', 'place', 'is', 'horribl', 'and', 'way', 'overpr']",0
* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!,both the hot sour the egg flower soups were absolutely stars,"['both', 'the', 'hot', 'sour', 'the', 'egg', 'flower', 'soup', 'were', 'absolut', 'star']",1
"I loved the grilled pizza, reminded me of legit Italian pizza.",i loved the grilled pizza reminded me of legit italian pizza,"['i', 'love', 'the', 'grill', 'pizza', 'remind', 'me', 'of', 'legit', 'italian', 'pizza']",1
fast service.,fast service,"['fast', 'servic']",1
It's just lame.  ,it is just lame,"['it', 'is', 'just', 'lame']",0
It worked very well.,it worked very well,"['it', 'work', 'veri', 'well']",1
"He also came back to check on us regularly, excellent service.",he also came back to check on us regularly excellent service,"['he', 'also', 'came', 'back', 'to', 'check', 'on', 'us', 'regularli', 'excel', 'servic']",1
The volume switch rocketed out of the unit to a destination unknown.,the volume switch rocketed out of the unit to a destination unknown,"['the', 'volum', 'switch', 'rocket', 'out', 'of', 'the', 'unit', 'to', 'a', 'destin', 'unknown']",0
CONCLUSION: Very filling meals.,conclusion very filling meals,"['conclus', 'veri', 'fill', 'meal']",1
"There was so much hype over this phone that I assumed it was the best, my mistake.",there was so much hype over this phone that i assumed it was the best my mistake,"['there', 'wa', 'so', 'much', 'hype', 'over', 'thi', 'phone', 'that', 'i', 'assum', 'it', 'wa', 'the', 'best', 'my', 'mistak']",0
Everyone is treated equally special.,everyone is treated equally special,"['everyon', 'is', 'treat', 'equal', 'special']",1
"Loved it...friendly servers, great food, wonderful and imaginative menu.",loved it friendly servers great food wonderful and imaginative menu,"['love', 'it', 'friendli', 'server', 'great', 'food', 'wonder', 'and', 'imagin', 'menu']",1
You'll love how thin it is.,you will love how thin it is,"['you', 'will', 'love', 'how', 'thin', 'it', 'is']",1
The worst was the salmon sashimi.,the worst was the salmon sashimi,"['the', 'worst', 'wa', 'the', 'salmon', 'sashimi']",0
I probably would not go here again.,i probably would not go here again,"['i', 'probabl', 'would', 'not', 'go', 'here', 'again']",0
I want my money back.,i want my money back,"['i', 'want', 'my', 'money', 'back']",0
This is so embarassing and also my ears hurt if I try to push the ear plug into my ear.,this is so embarassing and also my ears hurt if i try to push the ear plug into my ear,"['thi', 'is', 'so', 'embarass', 'and', 'also', 'my', 'ear', 'hurt', 'if', 'i', 'tri', 'to', 'push', 'the', 'ear', 'plug', 'into', 'my', 'ear']",0
Great phone!.,great phone,"['great', 'phone']",1
I have always used corded headsets and the freedom from the wireless is very helpful.,i have always used corded headsets and the freedom from the wireless is very helpful,"['i', 'have', 'alway', 'use', 'cord', 'headset', 'and', 'the', 'freedom', 'from', 'the', 'wireless', 'is', 'veri', 'help']",1
The selection was probably the worst I've seen in Vegas.....there was none.,the selection was probably the worst i have seen in vegas there was none,"['the', 'select', 'wa', 'probabl', 'the', 'worst', 'i', 'have', 'seen', 'in', 'vega', 'there', 'wa', 'none']",0
Excellent hands free tool.,excellent hands free tool,"['excel', 'hand', 'free', 'tool']",1
"An Italian reviewer called this ""a small, great film,"" and that's right.  ",an italian reviewer called this a small great film and that is right,"['an', 'italian', 'review', 'call', 'thi', 'a', 'small', 'great', 'film', 'and', 'that', 'is', 'right']",1
"It's a fresh, subtle, and rather sublime effect.  ",it is a fresh subtle and rather sublime effect,"['it', 'is', 'a', 'fresh', 'subtl', 'and', 'rather', 'sublim', 'effect']",1
Battery has no life.,battery has no life,"['batteri', 'ha', 'no', 'life']",0
"jabra ear gels ""R"" the best!.",jabra ear gels r the best,"['jabra', 'ear', 'gel', 'r', 'the', 'best']",1
"I am pairing this with my iphone, and I could not be happier with it so far.",i am pairing this with my iphone and i could not be happier with it so far,"['i', 'am', 'pair', 'thi', 'with', 'my', 'iphon', 'and', 'i', 'could', 'not', 'be', 'happier', 'with', 'it', 'so', 'far']",1
"Audio Quality is poor, very poor.",audio quality is poor very poor,"['audio', 'qualiti', 'is', 'poor', 'veri', 'poor']",0
My husband and I ate lunch here and were very disappointed with the food and service.,my husband and i ate lunch here and were very disappointed with the food and service,"['my', 'husband', 'and', 'i', 'ate', 'lunch', 'here', 'and', 'were', 'veri', 'disappoint', 'with', 'the', 'food', 'and', 'servic']",0
"very clear, quality sound and you don't have to mess with the sound on your iPod since you have the sound buttons on the headset.",very clear quality sound and you do not have to mess with the sound on your ipod since you have the sound buttons on the headset,"['veri', 'clear', 'qualiti', 'sound', 'and', 'you', 'do', 'not', 'have', 'to', 'mess', 'with', 'the', 'sound', 'on', 'your', 'ipod', 'sinc', 'you', 'have', 'the', 'sound', 'button', 'on', 'the', 'headset']",1
"The deal included 5 tastings and 2 drinks, and Jeff went above and beyond what we expected.",the deal included tastings and drinks and jeff went above and beyond what we expected,"['the', 'deal', 'includ', 'tast', 'and', 'drink', 'and', 'jeff', 'went', 'abov', 'and', 'beyond', 'what', 'we', 'expect']",1
"Our waiter was very attentive, friendly, and informative.",our waiter was very attentive friendly and informative,"['our', 'waiter', 'wa', 'veri', 'attent', 'friendli', 'and', 'inform']",1
poor voice clarity.,poor voice clarity,"['poor', 'voic', 'clariti']",0
This is a great phone!.,this is a great phone,"['thi', 'is', 'a', 'great', 'phone']",1
She carries the movie well.  ,she carries the movie well,"['she', 'carri', 'the', 'movi', 'well']",1
I came over from Verizon because cingulair has nicer cell phones.... the first thing I noticed was the really bad service.,i came over from verizon because cingulair has nicer cell phones the first thing i noticed was the really bad service,"['i', 'came', 'over', 'from', 'verizon', 'becaus', 'cingulair', 'ha', 'nicer', 'cell', 'phone', 'the', 'first', 'thing', 'i', 'notic', 'wa', 'the', 'realli', 'bad', 'servic']",0
I highly recommend this modest priced cellular phone.,i highly recommend this modest priced cellular phone,"['i', 'highli', 'recommend', 'thi', 'modest', 'price', 'cellular', 'phone']",1
"Aside from it's terrible lead, this film has loads of other debits.  ",aside from it is terrible lead this film has loads of other debits,"['asid', 'from', 'it', 'is', 'terribl', 'lead', 'thi', 'film', 'ha', 'load', 'of', 'other', 'debit']",0
Would not recommend to others.,would not recommend to others,"['would', 'not', 'recommend', 'to', 'other']",0
Very unreliable service from T-mobile !,very unreliable service from t mobile,"['veri', 'unreli', 'servic', 'from', 't', 'mobil']",0
Works great.,works great,"['work', 'great']",1
Works fine.,works fine,"['work', 'fine']",1
"The acting from all involved and that includes those like Shatner and Nimoy is bad and washed out and making them seem as old as they look in real life, the special effects are tacky like when Spock has to rescue Kirk on a jet pack when he falls down from a mountain.  ",the acting from all involved and that includes those like shatner and nimoy is bad and washed out and making them seem as old as they look in real life the special effects are tacky like when spock has to rescue kirk on a jet pack when he falls down from a mountain,"['the', 'act', 'from', 'all', 'involv', 'and', 'that', 'includ', 'those', 'like', 'shatner', 'and', 'nimoy', 'is', 'bad', 'and', 'wash', 'out', 'and', 'make', 'them', 'seem', 'as', 'old', 'as', 'they', 'look', 'in', 'real', 'life', 'the', 'special', 'effect', 'are', 'tacki', 'like', 'when', 'spock', 'ha', 'to', 'rescu', 'kirk', 'on', 'a', 'jet', 'pack', 'when', 'he', 'fall', 'down', 'from', 'a', 'mountain']",0
Its well-designed and very sharp -- the blue is a very nice color.,its well designed and very sharp the blue is a very nice color,"['it', 'well', 'design', 'and', 'veri', 'sharp', 'the', 'blue', 'is', 'a', 'veri', 'nice', 'color']",1
"It works fine on my Motorola 325 cellphone, and a lot better than the worn-out battery did.",it works fine on my motorola cellphone and a lot better than the worn out battery did,"['it', 'work', 'fine', 'on', 'my', 'motorola', 'cellphon', 'and', 'a', 'lot', 'better', 'than', 'the', 'worn', 'out', 'batteri', 'did']",1
I just got bored watching Jessice Lange take her clothes off!  ,i just got bored watching jessice lange take her clothes off,"['i', 'just', 'got', 'bore', 'watch', 'jessic', 'lang', 'take', 'her', 'cloth', 'off']",0
"the food is not tasty at all, not to say its ""real traditional Hunan style"".",the food is not tasty at all not to say its real traditional hunan style,"['the', 'food', 'is', 'not', 'tasti', 'at', 'all', 'not', 'to', 'say', 'it', 'real', 'tradit', 'hunan', 'style']",0
They dropped more than the ball.,they dropped more than the ball,"['they', 'drop', 'more', 'than', 'the', 'ball']",0
Punishment Park is a brilliant piece of cinema.  ,punishment park is a brilliant piece of cinema,"['punish', 'park', 'is', 'a', 'brilliant', 'piec', 'of', 'cinema']",1
Someone shouldve invented this sooner.,someone shouldve invented this sooner,"['someon', 'shouldv', 'invent', 'thi', 'sooner']",1
There was a warm feeling with the service and I felt like their guest for a special treat.,there was a warm feeling with the service and i felt like their guest for a special treat,"['there', 'wa', 'a', 'warm', 'feel', 'with', 'the', 'servic', 'and', 'i', 'felt', 'like', 'their', 'guest', 'for', 'a', 'special', 'treat']",1
I have recommended it to friends.  ,i have recommended it to friends,"['i', 'have', 'recommend', 'it', 'to', 'friend']",1
"Also, the phone doesn't seem to accept anything except CBR mp3s, preferably ripped by Windows Media Player.",also the phone does not seem to accept anything except cbr mp3s preferably ripped by windows media player,"['also', 'the', 'phone', 'doe', 'not', 'seem', 'to', 'accept', 'anyth', 'except', 'cbr', 'mp', 's', 'prefer', 'rip', 'by', 'window', 'media', 'player']",0
One of the worst shows of all time.  ,one of the worst shows of all time,"['one', 'of', 'the', 'worst', 'show', 'of', 'all', 'time']",0
"If you act in such a film, you should be glad that you're gonna drift away from earth as far as possible!  ",if you act in such a film you should be glad that you are gonna drift away from earth as far as possible,"['if', 'you', 'act', 'in', 'such', 'a', 'film', 'you', 'should', 'be', 'glad', 'that', 'you', 'are', 'gonna', 'drift', 'away', 'from', 'earth', 'as', 'far', 'as', 'possibl']",0
It also took her forever to bring us the check when we asked for it.,it also took her forever to bring us the check when we asked for it,"['it', 'also', 'took', 'her', 'forev', 'to', 'bring', 'us', 'the', 'check', 'when', 'we', 'ask', 'for', 'it']",0
"Despite the pans of reviewers, I liked this movie.  ",despite the pans of reviewers i liked this movie,"['despit', 'the', 'pan', 'of', 'review', 'i', 'like', 'thi', 'movi']",1
I'm still trying to get over how bad it was.  ,i am still trying to get over how bad it was,"['i', 'am', 'still', 'tri', 'to', 'get', 'over', 'how', 'bad', 'it', 'wa']",0
"I love Lane, but I've never seen her in a movie this lousy.  ",i love lane but i have never seen her in a movie this lousy,"['i', 'love', 'lane', 'but', 'i', 'have', 'never', 'seen', 'her', 'in', 'a', 'movi', 'thi', 'lousi']",0
We could not believe how dirty the oysters were!,we could not believe how dirty the oysters were,"['we', 'could', 'not', 'believ', 'how', 'dirti', 'the', 'oyster', 'were']",0
I'm super pissd.,i am super pissd,"['i', 'am', 'super', 'pissd']",0
Not impressed.,not impressed,"['not', 'impress']",0
"I have watched their prices inflate, portions get smaller and management attitudes grow rapidly!",i have watched their prices inflate portions get smaller and management attitudes grow rapidly,"['i', 'have', 'watch', 'their', 'price', 'inflat', 'portion', 'get', 'smaller', 'and', 'manag', 'attitud', 'grow', 'rapidli']",0
"Main thing I didn't enjoy is that the crowd is of older crowd, around mid 30s and up.",main thing i did not enjoy is that the crowd is of older crowd around mid 30s and up,"['main', 'thing', 'i', 'did', 'not', 'enjoy', 'is', 'that', 'the', 'crowd', 'is', 'of', 'older', 'crowd', 'around', 'mid', 's', 'and', 'up']",0
Omelets are to die for!,omelets are to die for,"['omelet', 'are', 'to', 'die', 'for']",1
"Well packaged, arrived on time, and works as intended.",well packaged arrived on time and works as intended,"['well', 'packag', 'arriv', 'on', 'time', 'and', 'work', 'as', 'intend']",1
"Friend's pasta -- also bad, he barely touched it.",friend s pasta also bad he barely touched it,"['friend', 's', 'pasta', 'also', 'bad', 'he', 'bare', 'touch', 'it']",0
"I do love sushi, but I found Kabuki to be over-priced, over-hip and under-services.",i do love sushi but i found kabuki to be over priced over hip and under services,"['i', 'do', 'love', 'sushi', 'but', 'i', 'found', 'kabuki', 'to', 'be', 'over', 'price', 'over', 'hip', 'and', 'under', 'servic']",0
"I let my girlfriend talk me into seeing this - bad idea, we both hated it.  ",i let my girlfriend talk me into seeing this bad idea we both hated it,"['i', 'let', 'my', 'girlfriend', 'talk', 'me', 'into', 'see', 'thi', 'bad', 'idea', 'we', 'both', 'hate', 'it']",0
We had 7 at our table and the service was pretty fast.,we had at our table and the service was pretty fast,"['we', 'had', 'at', 'our', 'tabl', 'and', 'the', 'servic', 'wa', 'pretti', 'fast']",1
"The writers were ""smack on"" and I think the best actors and actresses were a bonus to the show.These characters were so real.  ",the writers were smack on and i think the best actors and actresses were a bonus to the show these characters were so real,"['the', 'writer', 'were', 'smack', 'on', 'and', 'i', 'think', 'the', 'best', 'actor', 'and', 'actress', 'were', 'a', 'bonu', 'to', 'the', 'show', 'these', 'charact', 'were', 'so', 'real']",1
Went for lunch - service was slow.,went for lunch service was slow,"['went', 'for', 'lunch', 'servic', 'wa', 'slow']",0
"What did bother me, was the slow service.",what did bother me was the slow service,"['what', 'did', 'bother', 'me', 'wa', 'the', 'slow', 'servic']",0
"Never been to Hard Rock Casino before, WILL NEVER EVER STEP FORWARD IN IT AGAIN!",never been to hard rock casino before will never ever step forward in it again,"['never', 'been', 'to', 'hard', 'rock', 'casino', 'befor', 'will', 'never', 'ever', 'step', 'forward', 'in', 'it', 'again']",0
No buyers remorse on this one!.,no buyers remorse on this one,"['no', 'buyer', 'remors', 'on', 'thi', 'one']",0
"We thought you'd have to venture further away to get good sushi, but this place really hit the spot that night.",we thought you would have to venture further away to get good sushi but this place really hit the spot that night,"['we', 'thought', 'you', 'would', 'have', 'to', 'ventur', 'further', 'away', 'to', 'get', 'good', 'sushi', 'but', 'thi', 'place', 'realli', 'hit', 'the', 'spot', 'that', 'night']",1
The roast beef sandwich tasted really good!,the roast beef sandwich tasted really good,"['the', 'roast', 'beef', 'sandwich', 'tast', 'realli', 'good']",1
The only place good for this film is in the garbage.  ,the only place good for this film is in the garbage,"['the', 'onli', 'place', 'good', 'for', 'thi', 'film', 'is', 'in', 'the', 'garbag']",0
There was NOTHING believable about it at all.  ,there was nothing believable about it at all,"['there', 'wa', 'noth', 'believ', 'about', 'it', 'at', 'all']",0
Great Phone.,great phone,"['great', 'phone']",1
AVOID THIS ESTABLISHMENT!,avoid this establishment,"['avoid', 'thi', 'establish']",0
Hopefully this bodes for them going out of business and someone who can cook can come in.,hopefully this bodes for them going out of business and someone who can cook can come in,"['hope', 'thi', 'bode', 'for', 'them', 'go', 'out', 'of', 'busi', 'and', 'someon', 'who', 'can', 'cook', 'can', 'come', 'in']",0
"None of it works, just don't buy it.",none of it works just do not buy it,"['none', 'of', 'it', 'work', 'just', 'do', 'not', 'buy', 'it']",0
This is a great deal.,this is a great deal,"['thi', 'is', 'a', 'great', 'deal']",1
"sucked, most of the stuff does not work with my phone.",sucked most of the stuff does not work with my phone,"['suck', 'most', 'of', 'the', 'stuff', 'doe', 'not', 'work', 'with', 'my', 'phone']",0
Ryan's Bar is definitely one Edinburgh establishment I won't be revisiting.,ryan s bar is definitely one edinburgh establishment i will not be revisiting,"['ryan', 's', 'bar', 'is', 'definit', 'one', 'edinburgh', 'establish', 'i', 'will', 'not', 'be', 'revisit']",0
So just beware.,so just beware,"['so', 'just', 'bewar']",0
The plantains were the worst I've ever tasted.,the plantains were the worst i have ever tasted,"['the', 'plantain', 'were', 'the', 'worst', 'i', 'have', 'ever', 'tast']",0
The service was poor and thats being nice.,the service was poor and thats being nice,"['the', 'servic', 'wa', 'poor', 'and', 'that', 'be', 'nice']",0
Pretty awesome place.,pretty awesome place,"['pretti', 'awesom', 'place']",1
These headphones were a great find - and I think they are perhaps the best purchase I've made in the last several years - seriously.,these headphones were a great find and i think they are perhaps the best purchase i have made in the last several years seriously,"['these', 'headphon', 'were', 'a', 'great', 'find', 'and', 'i', 'think', 'they', 'are', 'perhap', 'the', 'best', 'purchas', 'i', 'have', 'made', 'in', 'the', 'last', 'sever', 'year', 'serious']",1
Food was average at best.,food was average at best,"['food', 'wa', 'averag', 'at', 'best']",0
"However, here there was no decent acting, action or location work to balance things up.  ",however here there was no decent acting action or location work to balance things up,"['howev', 'here', 'there', 'wa', 'no', 'decent', 'act', 'action', 'or', 'locat', 'work', 'to', 'balanc', 'thing', 'up']",0
Waitress was good though!,waitress was good though,"['waitress', 'wa', 'good', 'though']",1
It was also the right balance of war and love.  ,it was also the right balance of war and love,"['it', 'wa', 'also', 'the', 'right', 'balanc', 'of', 'war', 'and', 'love']",1
"There was NO chemistry between Ben Affleck and Sandra Bullock in this film, and I couldn't understand why he would consider even leaving his wife-to-be for this chick that he supposedly was knocked out by.  ",there was no chemistry between ben affleck and sandra bullock in this film and i could not understand why he would consider even leaving his wife to be for this chick that he supposedly was knocked out by,"['there', 'wa', 'no', 'chemistri', 'between', 'ben', 'affleck', 'and', 'sandra', 'bullock', 'in', 'thi', 'film', 'and', 'i', 'could', 'not', 'understand', 'whi', 'he', 'would', 'consid', 'even', 'leav', 'hi', 'wife', 'to', 'be', 'for', 'thi', 'chick', 'that', 'he', 'supposedli', 'wa', 'knock', 'out', 'by']",0
But other than that the movie seemed to drag and the heroes didn't really work for their freedom.  ,but other than that the movie seemed to drag and the heroes did not really work for their freedom,"['but', 'other', 'than', 'that', 'the', 'movi', 'seem', 'to', 'drag', 'and', 'the', 'hero', 'did', 'not', 'realli', 'work', 'for', 'their', 'freedom']",0
THERE IS NO PLOT OR STORYLINE!!  ,there is no plot or storyline,"['there', 'is', 'no', 'plot', 'or', 'storylin']",0
They were excellent.,they were excellent,"['they', 'were', 'excel']",1
This phone is very fast with sending any kind of messages and web browsing is significantly faster than previous phones i have used.,this phone is very fast with sending any kind of messages and web browsing is significantly faster than previous phones i have used,"['thi', 'phone', 'is', 'veri', 'fast', 'with', 'send', 'ani', 'kind', 'of', 'messag', 'and', 'web', 'brows', 'is', 'significantli', 'faster', 'than', 'previou', 'phone', 'i', 'have', 'use']",1
It's one of the movies I need to see whenever it comes on TV...never mind the fact that I already have it memorized!  ,it is one of the movies i need to see whenever it comes on tv never mind the fact that i already have it memorized,"['it', 'is', 'one', 'of', 'the', 'movi', 'i', 'need', 'to', 'see', 'whenev', 'it', 'come', 'on', 'tv', 'never', 'mind', 'the', 'fact', 'that', 'i', 'alreadi', 'have', 'it', 'memor']",1
"Helen Baxendale is a very credible lady Macbeth who can be very cheerfull at times and sometimes she just looks like a naughty girl, but deadly in her taste for blood and evil.  ",helen baxendale is a very credible lady macbeth who can be very cheerfull at times and sometimes she just looks like a naughty girl but deadly in her taste for blood and evil,"['helen', 'baxendal', 'is', 'a', 'veri', 'credibl', 'ladi', 'macbeth', 'who', 'can', 'be', 'veri', 'cheerful', 'at', 'time', 'and', 'sometim', 'she', 'just', 'look', 'like', 'a', 'naughti', 'girl', 'but', 'deadli', 'in', 'her', 'tast', 'for', 'blood', 'and', 'evil']",1
(The bathroom is just next door and very nice.),the bathroom is just next door and very nice,"['the', 'bathroom', 'is', 'just', 'next', 'door', 'and', 'veri', 'nice']",1
Non-linear narration thus many flashbacks and every part are articulated quite well.  ,non linear narration thus many flashbacks and every part are articulated quite well,"['non', 'linear', 'narrat', 'thu', 'mani', 'flashback', 'and', 'everi', 'part', 'are', 'articul', 'quit', 'well']",1
"This place is overpriced, not consistent with their boba, and it really is OVERPRICED!",this place is overpriced not consistent with their boba and it really is overpriced,"['thi', 'place', 'is', 'overpr', 'not', 'consist', 'with', 'their', 'boba', 'and', 'it', 'realli', 'is', 'overpr']",0
Will not be back!,will not be back,"['will', 'not', 'be', 'back']",0
This film has no redeeming features.  ,this film has no redeeming features,"['thi', 'film', 'ha', 'no', 'redeem', 'featur']",0
"Also there are combos like a burger, fries, and beer for 23 which is a decent deal.",also there are combos like a burger fries and beer for which is a decent deal,"['also', 'there', 'are', 'combo', 'like', 'a', 'burger', 'fri', 'and', 'beer', 'for', 'which', 'is', 'a', 'decent', 'deal']",1
This little device has transformed my organizational capability and made my life a whole lot easier.,this little device has transformed my organizational capability and made my life a whole lot easier,"['thi', 'littl', 'devic', 'ha', 'transform', 'my', 'organiz', 'capabl', 'and', 'made', 'my', 'life', 'a', 'whole', 'lot', 'easier']",1
